timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,time,electricity,power,type
2023-11-10T08:07:56,codecarbon,14215707-e3ec-420c-af64-c769c618df11,0.000838279724121,2.1432223843231423e-11,2.5566911886962724e-08,42.5,0.0,4.7543792724609375,8.73953104019165e-09,0,2.761410754222501e-10,9.0156721156139e-09,Canada,CAN,quebec,,,Linux-5.15.120+-x86_64-with-glibc2.35,3.10.12,2.3.1,2,Intel(R) Xeon(R) CPU @ 2.20GHz,,,-71.2,46.8,12.6783447265625,machine,N,1.0,0.0202984809875488,8.394814835756962e-09,4.135686232337472e-07,list
2023-11-10T08:07:58,codecarbon,5806bb87-f693-4354-880c-2016df7a75f4,0.001249074935913,7.86750810894321e-09,6.298667824274278e-06,42.5,0.0,4.7543792724609375,1.34287608994378e-08,0,2.9503328126641765e-10,1.3723794180704215e-08,Taiwan,TWN,taipei city,,,Linux-5.15.120+-x86_64-with-glibc2.35,3.10.12,2.3.1,2,Intel(R) Xeon(R) CPU @ 2.20GHz,,,121.5324,25.0504,12.6783447265625,machine,N,1.0,0.0339760780334472,9.731950108588434e-09,2.8643535899016813e-07,list
2023-11-10T08:08:01,codecarbon,d38270e8-1726-4209-b9d5-c608b6e9c7fd,0.0013380050659179,8.344296398606831e-09,6.236371304679655e-06,42.5,0.0,4.7543792724609375,1.4197164111667213e-08,0,3.5832217084437926e-10,1.4555486282511592e-08,Taiwan,TWN,taipei city,,,Linux-5.15.120+-x86_64-with-glibc2.35,3.10.12,2.3.1,2,Intel(R) Xeon(R) CPU @ 2.20GHz,,,121.5324,25.0504,12.6783447265625,machine,N,1.0,0.0202467441558837,8.659107022538237e-09,4.276789866000191e-07,list
2023-11-10T08:08:02,codecarbon,b729ff3b-28cd-495c-86eb-e4b5171d9107,0.001314640045166,8.330533902753258e-09,6.336741325798622e-06,42.5,0.0,4.7543792724609375,1.4208422766791453e-08,0,3.230567199352663e-10,1.4531479486726718e-08,Taiwan,TWN,taipei city,,,Linux-5.15.120+-x86_64-with-glibc2.35,3.10.12,2.3.1,2,Intel(R) Xeon(R) CPU @ 2.20GHz,,,121.5324,25.0504,12.6783447265625,machine,N,1.0,0.0200953483581542,8.432101310502075e-09,4.1960463487464236e-07,list
2023-11-10T08:08:04,codecarbon,b66476f5-68d4-4bcc-a629-4bfccb948044,0.0016589164733886,1.0315243837047269e-08,6.218061006999526e-06,42.5,0.0,4.7543792724609375,1.7667644553714327e-08,0,3.2589055081189144e-10,1.7993535104526218e-08,Taiwan,TWN,taipei city,,,Linux-5.15.120+-x86_64-with-glibc2.35,3.10.12,2.3.1,2,Intel(R) Xeon(R) CPU @ 2.20GHz,,,121.5324,25.0504,12.6783447265625,machine,N,1.0,0.0203809738159179,8.782062178721188e-09,4.308951210104697e-07,list
2023-11-10T08:08:06,codecarbon,b94ecef7-275f-431d-a260-47458847ad6c,0.0013370513916015,8.358244100503221e-09,6.251251188251971e-06,42.5,0.0,4.7543792724609375,1.423094007703993e-08,0,3.488760679222953e-10,1.4579816144962226e-08,Taiwan,TWN,taipei city,,,Linux-5.15.120+-x86_64-with-glibc2.35,3.10.12,2.3.1,2,Intel(R) Xeon(R) CPU @ 2.20GHz,,,121.5324,25.0504,12.6783447265625,machine,N,1.0,0.0269758701324462,1.0212648326451471e-08,3.785845748926485e-07,list
2023-11-10T08:08:09,codecarbon,36cdf321-a18b-41ca-ae5c-d110f982cdff,0.0012965202331542,8.364020329466054e-09,6.451129813159394e-06,42.5,0.0,4.7543792724609375,1.423094007703993e-08,0,3.5895191103918474e-10,1.4589891988079117e-08,Taiwan,TWN,taipei city,,,Linux-5.15.120+-x86_64-with-glibc2.35,3.10.12,2.3.1,2,Intel(R) Xeon(R) CPU @ 2.20GHz,,,121.5324,25.0504,12.6783447265625,machine,N,1.0,0.0206007957458496,8.940903704475381e-09,4.340076866339827e-07,list
2023-11-10T08:08:11,codecarbon,aec50e99-cfa2-4a1b-99fd-cc7f5583b0cf,0.0018105506896972,1.171101885060264e-08,6.46820821821939e-06,42.5,0.0,4.7543792724609375,1.986308230294121e-08,0,5.65191824838014e-10,2.0428274127779232e-08,Taiwan,TWN,taipei city,,,Linux-5.15.120+-x86_64-with-glibc2.35,3.10.12,2.3.1,2,Intel(R) Xeon(R) CPU @ 2.20GHz,,,121.5324,25.0504,12.6783447265625,machine,N,1.0,0.034614086151123,1.184039057752804e-08,3.4206855919389575e-07,list
2023-11-10T08:08:13,codecarbon,525d7129-7882-45a8-a5aa-679aee013d8d,0.0014286041259765,8.999840049814414e-09,6.299743845176368e-06,42.5,0.0,4.7543792724609375,1.5368064244588218e-08,0,3.3092847237033616e-10,1.5698992716958552e-08,Taiwan,TWN,taipei city,,,Linux-5.15.120+-x86_64-with-glibc2.35,3.10.12,2.3.1,2,Intel(R) Xeon(R) CPU @ 2.20GHz,,,121.5324,25.0504,12.6783447265625,machine,N,1.0,0.0212891101837158,8.803683784152707e-09,4.135299083982713e-07,list
2023-11-10T08:08:15,codecarbon,4e9b7fcc-7227-498b-bd53-146c607906f2,0.0012786388397216,8.220504634748698e-09,6.429105998796384e-06,42.5,0.0,4.7543792724609375,1.4002952310774062e-08,0,3.365961341235865e-10,1.4339548444897648e-08,Taiwan,TWN,taipei city,,,Linux-5.15.120+-x86_64-with-glibc2.35,3.10.12,2.3.1,2,Intel(R) Xeon(R) CPU @ 2.20GHz,,,121.5324,25.0504,12.6783447265625,machine,N,1.0,0.0205824375152587,8.826284841476636e-09,4.288260238824129e-07,list
2023-11-10T08:08:17,codecarbon,4f95a53b-0847-4aca-8da9-27b18b604e0d,0.0014185905456542,9.154230125903926e-09,6.453046056134343e-06,42.5,0.0,4.7543792724609375,1.5584793355729847e-08,0,3.835117786366027e-10,1.596830513436645e-08,Taiwan,TWN,taipei city,,,Linux-5.15.120+-x86_64-with-glibc2.35,3.10.12,2.3.1,2,Intel(R) Xeon(R) CPU @ 2.20GHz,,,121.5324,25.0504,12.6783447265625,machine,N,1.0,0.0222210884094238,1.0744439466980036e-08,4.835244461933459e-07,list
2023-11-10T08:08:19,codecarbon,9f1c7599-753e-411f-a0fd-0209e7654b37,0.0012874603271484,8.252890741385273e-09,6.410209749658374e-06,42.5,0.0,4.7543792724609375,1.4076133569081626e-08,0,3.199080189612384e-10,1.4396041588042865e-08,Taiwan,TWN,taipei city,,,Linux-5.15.120+-x86_64-with-glibc2.35,3.10.12,2.3.1,2,Intel(R) Xeon(R) CPU @ 2.20GHz,,,121.5324,25.0504,12.6783447265625,machine,N,1.0,0.0211176872253417,9.515550366635656e-09,4.505962355203716e-07,list
2023-11-10T08:08:21,codecarbon,ed042238-afbc-404d-a27c-7774ccfa9516,0.0016767978668212,1.0413196402806584e-08,6.21016796887207e-06,42.5,0.0,4.7543792724609375,1.7822451061672635e-08,0,3.41948925779434e-10,1.8164399987452072e-08,Taiwan,TWN,taipei city,,,Linux-5.15.120+-x86_64-with-glibc2.35,3.10.12,2.3.1,2,Intel(R) Xeon(R) CPU @ 2.20GHz,,,121.5324,25.0504,12.6783447265625,machine,N,1.0,0.0206096172332763,9.292832874254778e-09,4.5089788757699657e-07,list
2023-11-10T08:08:24,codecarbon,26c1749d-9112-4352-9a5f-57aa7cd578eb,0.0010073184967041,2.529297853003016e-11,2.5109216809566767e-08,42.5,0.0,4.7543792724609375,1.0270708137088353e-08,0,3.6902775415607404e-10,1.0639735891244424e-08,Canada,CAN,quebec,,,Linux-5.15.120+-x86_64-with-glibc2.35,3.10.12,2.3.1,2,Intel(R) Xeon(R) CPU @ 2.20GHz,,,-71.2,46.8,12.6783447265625,machine,N,1.0,0.0343694686889648,1.0504699361937281e-08,3.056404350326797e-07,list
2023-11-10T08:08:26,codecarbon,10632ae4-6887-487d-9a19-6cb829c39cc7,0.0012807846069335,8.193538441652512e-09,6.397280539831887e-06,42.5,0.0,4.7543792724609375,1.3974805672963461e-08,0,3.1770392827941886e-10,1.429250960124288e-08,Taiwan,TWN,taipei city,,,Linux-5.15.120+-x86_64-with-glibc2.35,3.10.12,2.3.1,2,Intel(R) Xeon(R) CPU @ 2.20GHz,,,121.5324,25.0504,12.6783447265625,machine,N,1.0,0.0208115577697753,8.965582943526696e-09,4.307982632874991e-07,list
2023-11-10T08:08:28,codecarbon,933dd6e6-e8fe-4d1d-9c6f-c660ba483d52,0.0013227462768554,8.560843683664569e-09,6.472022513657e-06,42.5,0.0,4.7543792724609375,1.4582773049672448e-08,0,3.5045041840930927e-10,1.4933223468081756e-08,Taiwan,TWN,taipei city,,,Linux-5.15.120+-x86_64-with-glibc2.35,3.10.12,2.3.1,2,Intel(R) Xeon(R) CPU @ 2.20GHz,,,121.5324,25.0504,12.6783447265625,machine,N,1.0,0.0213527679443359,8.976774387142186e-09,4.204033130760163e-07,list
2023-11-10T08:08:30,codecarbon,928c2d88-e5b2-4c4c-9d57-0fd44f67f9af,0.0008091926574707,1.979364042497716e-11,2.446097383884601e-08,42.5,0.0,4.7543792724609375,8.004903793334961e-09,0,3.2148236944825236e-10,8.326386162783214e-09,Canada,CAN,quebec,,,Linux-5.15.120+-x86_64-with-glibc2.35,3.10.12,2.3.1,2,Intel(R) Xeon(R) CPU @ 2.20GHz,,,-71.2,46.8,12.6783447265625,machine,N,1.0,0.021963357925415,9.113140422643989e-09,4.149247329844159e-07,list
